exp,seed,sigma0,depth,width,t,t_frac,relmse,train_sec,beta,mu_box,d,K,steps,batch_size,lr,eval_n,eval_batch,score_chunk
exp_sigma,8.0,1.0,4.0,512.0,0.5,0.5,0.0034750807336210643,41.884479999542236,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_sigma,8.0,1.0,4.0,512.0,0.7,0.7,0.0011842942923916688,41.70748543739319,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_sigma,8.0,1.0,4.0,512.0,0.9,0.9,0.0012005720782894756,41.872926473617554,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_sigma,9.0,0.01,4.0,512.0,0.1,0.1,0.00414080724113017,42.160884141922,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_sigma,9.0,0.01,4.0,512.0,0.3,0.3,0.005787546709319957,42.08286809921265,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_sigma,9.0,0.01,4.0,512.0,0.5,0.5,0.00323984198597124,42.737040996551514,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_sigma,9.0,0.01,4.0,512.0,0.7,0.7,0.0011990346833986565,41.933894634246826,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_sigma,9.0,0.01,4.0,512.0,0.9,0.9,0.001107380209503777,43.44612979888916,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_sigma,9.0,0.1,4.0,512.0,0.1,0.1,0.006306920185784399,42.513128995895386,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_sigma,9.0,0.1,4.0,512.0,0.3,0.3,0.005360344579072282,42.50513434410095,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_sigma,9.0,0.1,4.0,512.0,0.5,0.5,0.003209800054643602,41.58688259124756,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_sigma,9.0,0.1,4.0,512.0,0.7,0.7,0.0020067591211387283,42.46923208236694,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_sigma,9.0,0.1,4.0,512.0,0.9,0.9,0.0014193987587123949,41.926238775253296,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_sigma,9.0,1.0,4.0,512.0,0.1,0.1,0.003631397965236379,41.525681018829346,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_sigma,9.0,1.0,4.0,512.0,0.3,0.3,0.005637597361930882,42.07072138786316,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_sigma,9.0,1.0,4.0,512.0,0.5,0.5,0.003242994690893852,41.54485726356506,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_sigma,9.0,1.0,4.0,512.0,0.7,0.7,0.0012554222609933079,42.39588809013367,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_sigma,9.0,1.0,4.0,512.0,0.9,0.9,0.0015011634203481424,41.58329439163208,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,0.0,0.1,4.0,128.0,0.1,0.1,0.03236868775922518,43.03444790840149,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,0.0,0.1,4.0,128.0,0.3,0.3,0.040220226881500856,42.62346577644348,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,0.0,0.1,4.0,128.0,0.5,0.5,0.007993956247824953,42.568411350250244,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,0.0,0.1,4.0,128.0,0.7,0.7,0.005922420055001572,41.55355882644653,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,0.0,0.1,4.0,128.0,0.9,0.9,0.00563559351878597,42.25435209274292,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,0.0,0.1,4.0,256.0,0.1,0.1,0.00957814172870344,42.08133339881897,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,0.0,0.1,4.0,256.0,0.3,0.3,0.01935370877161581,42.43436408042908,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,0.0,0.1,4.0,256.0,0.5,0.5,0.004983008691161528,41.58864450454712,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,0.0,0.1,4.0,256.0,0.7,0.7,0.003870818787058655,42.08673334121704,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,0.0,0.1,4.0,256.0,0.9,0.9,0.002051370658437716,41.79725241661072,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,0.0,0.1,4.0,512.0,0.1,0.1,0.012269321566309162,41.59243297576904,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,0.0,0.1,4.0,512.0,0.3,0.3,0.005473109533162133,43.414395570755005,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,0.0,0.1,4.0,512.0,0.5,0.5,0.0034589618066789233,41.79937410354614,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,0.0,0.1,4.0,512.0,0.7,0.7,0.001457563008925842,41.43265414237976,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,0.0,0.1,4.0,512.0,0.9,0.9,0.0029095444976895393,42.517319202423096,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,0.0,0.1,4.0,1024.0,0.1,0.1,0.003235290142636876,72.89425802230835,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,0.0,0.1,4.0,1024.0,0.3,0.3,0.0026042216285129777,73.47825646400452,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,0.0,0.1,4.0,1024.0,0.5,0.5,0.002364446446534386,73.86242842674255,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,0.0,0.1,4.0,1024.0,0.7,0.7,0.0008860767764680262,74.2423038482666,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,0.0,0.1,4.0,1024.0,0.9,0.9,0.0014210678984709682,74.41183853149414,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,0.0,0.1,4.0,2048.0,0.1,0.1,0.002728717974149271,235.51595211029053,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,0.0,0.1,4.0,2048.0,0.3,0.3,0.002182745636632722,235.75344371795654,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,0.0,0.1,4.0,2048.0,0.5,0.5,0.001201418175375753,236.2924439907074,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,0.0,0.1,4.0,2048.0,0.7,0.7,0.0010620010424699196,236.42831945419312,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,0.0,0.1,4.0,2048.0,0.9,0.9,0.0012669551407518606,236.55242228507996,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,1.0,0.1,4.0,128.0,0.1,0.1,0.03598867168940851,44.10239887237549,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,1.0,0.1,4.0,128.0,0.3,0.3,0.04124458730326822,43.64193415641785,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,1.0,0.1,4.0,128.0,0.5,0.5,0.007926038751957076,41.40205979347229,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,1.0,0.1,4.0,128.0,0.7,0.7,0.005452840959161009,42.43521237373352,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,1.0,0.1,4.0,128.0,0.9,0.9,0.004918182002630904,42.25155305862427,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,1.0,0.1,4.0,256.0,0.1,0.1,0.00917592802771385,41.89619731903076,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,1.0,0.1,4.0,256.0,0.3,0.3,0.01747448058013252,41.86274695396423,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,1.0,0.1,4.0,256.0,0.5,0.5,0.004349206823885198,41.82919001579285,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,1.0,0.1,4.0,256.0,0.7,0.7,0.0023332928313730635,42.08500528335571,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,1.0,0.1,4.0,256.0,0.9,0.9,0.004318596784098383,42.494914054870605,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,1.0,0.1,4.0,512.0,0.1,0.1,0.004797459522105123,42.05039048194885,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,1.0,0.1,4.0,512.0,0.3,0.3,0.0044107904262652734,41.7408881187439,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,1.0,0.1,4.0,512.0,0.5,0.5,0.0032130042262766036,41.364887714385986,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,1.0,0.1,4.0,512.0,0.7,0.7,0.0013677274703201808,42.041094064712524,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,1.0,0.1,4.0,512.0,0.9,0.9,0.0013002475476033696,41.5265052318573,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,1.0,0.1,4.0,1024.0,0.1,0.1,0.003038518947509607,72.77179193496704,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,1.0,0.1,4.0,1024.0,0.3,0.3,0.0033030463966978976,73.53602457046509,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,1.0,0.1,4.0,1024.0,0.5,0.5,0.0022263899031632326,73.96377539634705,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,1.0,0.1,4.0,1024.0,0.7,0.7,0.0012029502878023977,74.3257622718811,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,1.0,0.1,4.0,1024.0,0.9,0.9,0.0009821959542836024,74.37043809890747,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,1.0,0.1,4.0,2048.0,0.1,0.1,0.0023940097752151107,236.18951082229614,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,1.0,0.1,4.0,2048.0,0.3,0.3,0.0021714916385212005,236.8522653579712,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,1.0,0.1,4.0,2048.0,0.5,0.5,0.001393907980967255,236.41697692871094,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,1.0,0.1,4.0,2048.0,0.7,0.7,0.0008672642483694889,236.1227843761444,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,1.0,0.1,4.0,2048.0,0.9,0.9,0.0012915130257367376,235.45842289924622,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,2.0,0.1,4.0,128.0,0.1,0.1,0.03108839413595041,41.7549102306366,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,2.0,0.1,4.0,128.0,0.3,0.3,0.041449325585308054,41.55289578437805,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,2.0,0.1,4.0,128.0,0.5,0.5,0.009402308562793227,41.65670585632324,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,2.0,0.1,4.0,128.0,0.7,0.7,0.0054135514042510545,41.85738158226013,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,2.0,0.1,4.0,128.0,0.9,0.9,0.006210818133809527,43.12796592712402,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,2.0,0.1,4.0,256.0,0.1,0.1,0.009582325330507159,42.24800229072571,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,2.0,0.1,4.0,256.0,0.3,0.3,0.02164212928372818,42.79715967178345,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,2.0,0.1,4.0,256.0,0.5,0.5,0.0048922127016582445,42.287919998168945,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,2.0,0.1,4.0,256.0,0.7,0.7,0.002490518353907308,42.104982137680054,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,2.0,0.1,4.0,256.0,0.9,0.9,0.004150119074242187,42.97609519958496,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,2.0,0.1,4.0,512.0,0.1,0.1,0.005760490829855506,42.35335731506348,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,2.0,0.1,4.0,512.0,0.3,0.3,0.004695172197897,41.45821809768677,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,2.0,0.1,4.0,512.0,0.5,0.5,0.0029649566445344978,41.51485633850098,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,2.0,0.1,4.0,512.0,0.7,0.7,0.0011761532539355552,41.45295071601868,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,2.0,0.1,4.0,512.0,0.9,0.9,0.0014594575775351152,41.555362701416016,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,2.0,0.1,4.0,1024.0,0.1,0.1,0.0027337335922671467,72.7430670261383,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,2.0,0.1,4.0,1024.0,0.3,0.3,0.0028428713074600946,73.51692342758179,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,2.0,0.1,4.0,1024.0,0.5,0.5,0.0019841494565730287,74.0470609664917,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,2.0,0.1,4.0,1024.0,0.7,0.7,0.001774843085164331,74.57939553260803,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,2.0,0.1,4.0,1024.0,0.9,0.9,0.002069161374635098,74.5294280052185,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,2.0,0.1,4.0,2048.0,0.1,0.1,0.0031607015008407115,237.78193879127502,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,2.0,0.1,4.0,2048.0,0.3,0.3,0.00206854626130353,237.87689089775085,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,2.0,0.1,4.0,2048.0,0.5,0.5,0.0019597790725684947,237.1117925643921,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,2.0,0.1,4.0,2048.0,0.7,0.7,0.0019334758987138707,236.76009917259216,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,2.0,0.1,4.0,2048.0,0.9,0.9,0.0011541802021480779,235.83789134025574,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,3.0,0.1,4.0,128.0,0.1,0.1,0.03697545802690104,42.54706931114197,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,3.0,0.1,4.0,128.0,0.3,0.3,0.03814377076847334,42.53301119804382,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,3.0,0.1,4.0,128.0,0.5,0.5,0.008409616894378559,41.57430338859558,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,3.0,0.1,4.0,128.0,0.7,0.7,0.004720320613128389,43.367961168289185,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,3.0,0.1,4.0,128.0,0.9,0.9,0.004627346949113284,43.52154755592346,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,3.0,0.1,4.0,256.0,0.1,0.1,0.011340334972632716,42.80409550666809,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,3.0,0.1,4.0,256.0,0.3,0.3,0.015609187459977565,42.14515161514282,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,3.0,0.1,4.0,256.0,0.5,0.5,0.0044791829828427256,41.859583616256714,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,3.0,0.1,4.0,256.0,0.7,0.7,0.003958699406869381,41.869091272354126,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,3.0,0.1,4.0,256.0,0.9,0.9,0.005011196719273869,43.26373028755188,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,3.0,0.1,4.0,512.0,0.1,0.1,0.011216830248440222,41.88388204574585,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,3.0,0.1,4.0,512.0,0.3,0.3,0.004632383055451315,42.20258045196533,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,3.0,0.1,4.0,512.0,0.5,0.5,0.0034159534659131802,42.90564560890198,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,3.0,0.1,4.0,512.0,0.7,0.7,0.0011393156493293296,41.961753606796265,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,3.0,0.1,4.0,512.0,0.9,0.9,0.0011759947437995483,42.036312103271484,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,3.0,0.1,4.0,1024.0,0.1,0.1,0.002688007695601849,72.48372054100037,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,3.0,0.1,4.0,1024.0,0.3,0.3,0.002746984893283719,73.27512836456299,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,3.0,0.1,4.0,1024.0,0.5,0.5,0.0023581129060279414,73.729243516922,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,3.0,0.1,4.0,1024.0,0.7,0.7,0.0010891956185133068,74.08200097084045,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,3.0,0.1,4.0,1024.0,0.9,0.9,0.001439226653718477,74.13947606086731,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,3.0,0.1,4.0,2048.0,0.1,0.1,0.0027072976381696608,236.465594291687,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,3.0,0.1,4.0,2048.0,0.3,0.3,0.0022288857507851974,237.46829056739807,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,3.0,0.1,4.0,2048.0,0.5,0.5,0.0014787790870523646,237.57611680030823,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,3.0,0.1,4.0,2048.0,0.7,0.7,0.0009048537690362349,237.89906191825867,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,3.0,0.1,4.0,2048.0,0.9,0.9,0.0012498078721514183,237.4831748008728,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,4.0,0.1,4.0,128.0,0.1,0.1,0.034464193895332826,42.569026708602905,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,4.0,0.1,4.0,128.0,0.3,0.3,0.03599443334216662,42.250102043151855,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,4.0,0.1,4.0,128.0,0.5,0.5,0.00852843589542081,41.55251121520996,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,4.0,0.1,4.0,128.0,0.7,0.7,0.006914250969535196,42.16392683982849,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,4.0,0.1,4.0,128.0,0.9,0.9,0.005739818547422851,41.73728966712952,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,4.0,0.1,4.0,256.0,0.1,0.1,0.009829631350876214,42.27431082725525,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,4.0,0.1,4.0,256.0,0.3,0.3,0.0210173459074316,42.82258725166321,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,4.0,0.1,4.0,256.0,0.5,0.5,0.005322416683659935,41.86626982688904,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,4.0,0.1,4.0,256.0,0.7,0.7,0.002895917401474571,42.08469891548157,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,4.0,0.1,4.0,256.0,0.9,0.9,0.003017726785478881,42.171300649642944,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,4.0,0.1,4.0,512.0,0.1,0.1,0.0035284023257805015,42.63573384284973,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,4.0,0.1,4.0,512.0,0.3,0.3,0.004427341428585498,41.563605070114136,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,4.0,0.1,4.0,512.0,0.5,0.5,0.0030368840991576917,42.268574714660645,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,4.0,0.1,4.0,512.0,0.7,0.7,0.001622431470860101,42.158862352371216,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,4.0,0.1,4.0,512.0,0.9,0.9,0.0013796562938340855,42.45136570930481,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
exp_width,4.0,0.1,4.0,1024.0,0.1,0.1,0.0028266106281741913,72.47580814361572,5.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,0.0
