exp,seed,mu_seed,sigma0,depth,width,B,delta,relmse,train_sec,beta,sigma_inf,mu_box,d,K,steps,batch_size,lr,eval_n,eval_batch,teacher_steps,score_chunk
exp_flow_map_bound,4.0,0.0,0.0001,4.0,512.0,0.25,0.06931471805599453,0.01841581726382795,330.10585737228394,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,5.0,0.0,0.1,4.0,512.0,0.001,0.06931471805599453,0.9435816032755674,330.08324432373047,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,5.0,0.0,0.1,4.0,512.0,0.01,0.06931471805599453,0.0031420715603434784,329.9327292442322,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,5.0,0.0,0.1,4.0,512.0,0.1,0.06931471805599453,2.2651271636883418e-05,329.95955991744995,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,5.0,0.0,0.1,4.0,512.0,0.25,0.06931471805599453,2.3143952345445646e-05,330.14099287986755,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,5.0,0.0,0.01,4.0,512.0,0.001,0.06931471805599453,0.987652736362204,330.02516436576843,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,5.0,0.0,0.01,4.0,512.0,0.01,0.06931471805599453,0.7690726258636887,330.24110198020935,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,5.0,0.0,0.01,4.0,512.0,0.1,0.06931471805599453,0.006652786386773594,330.2260322570801,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,5.0,0.0,0.01,4.0,512.0,0.25,0.06931471805599453,0.0068859620244267564,330.2159311771393,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,5.0,0.0,0.001,4.0,512.0,0.001,0.06931471805599453,0.9999963774142977,330.2741675376892,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,5.0,0.0,0.001,4.0,512.0,0.01,0.06931471805599453,0.954029146387685,329.92687010765076,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,5.0,0.0,0.001,4.0,512.0,0.1,0.06931471805599453,0.008098888891799818,330.3403129577637,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,5.0,0.0,0.001,4.0,512.0,0.25,0.06931471805599453,0.008309681909508293,329.9046456813812,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,5.0,0.0,0.0001,4.0,512.0,0.001,0.06931471805599453,0.9999999808177767,329.83605098724365,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,5.0,0.0,0.0001,4.0,512.0,0.01,0.06931471805599453,0.9843852594173107,330.592955827713,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,5.0,0.0,0.0001,4.0,512.0,0.1,0.06931471805599453,0.03247093662384446,329.8102219104767,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,5.0,0.0,0.0001,4.0,512.0,0.25,0.06931471805599453,0.020007861054940276,330.13374161720276,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,6.0,0.0,0.1,4.0,512.0,0.001,0.06931471805599453,0.9433390287667431,330.2307424545288,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,6.0,0.0,0.1,4.0,512.0,0.01,0.06931471805599453,0.004126273163365515,329.9818594455719,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,6.0,0.0,0.1,4.0,512.0,0.1,0.06931471805599453,2.5099975379873106e-05,330.16620993614197,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,6.0,0.0,0.1,4.0,512.0,0.25,0.06931471805599453,3.9162498684856005e-05,330.4590229988098,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,6.0,0.0,0.01,4.0,512.0,0.001,0.06931471805599453,0.9876841248100147,330.1019196510315,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,6.0,0.0,0.01,4.0,512.0,0.01,0.06931471805599453,0.7445309978709422,329.4613938331604,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,6.0,0.0,0.01,4.0,512.0,0.1,0.06931471805599453,0.006416516551362849,329.73905658721924,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,6.0,0.0,0.01,4.0,512.0,0.25,0.06931471805599453,0.004802398036936519,329.85843086242676,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,6.0,0.0,0.001,4.0,512.0,0.001,0.06931471805599453,0.9999966869768975,329.570317029953,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,6.0,0.0,0.001,4.0,512.0,0.01,0.06931471805599453,0.9587533221353803,329.7406713962555,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,6.0,0.0,0.001,4.0,512.0,0.1,0.06931471805599453,0.00860735719731271,329.6637296676636,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,6.0,0.0,0.001,4.0,512.0,0.25,0.06931471805599453,0.00679696920890873,330.11168360710144,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,6.0,0.0,0.0001,4.0,512.0,0.001,0.06931471805599453,0.9999999920055375,330.0614607334137,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,6.0,0.0,0.0001,4.0,512.0,0.01,0.06931471805599453,0.984588060895388,329.80116081237793,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,6.0,0.0,0.0001,4.0,512.0,0.1,0.06931471805599453,0.030753373245474298,329.08995389938354,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,6.0,0.0,0.0001,4.0,512.0,0.25,0.06931471805599453,0.021082290131588292,329.08857131004333,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,7.0,0.0,0.1,4.0,512.0,0.001,0.06931471805599453,0.9438424114898676,329.9161789417267,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,7.0,0.0,0.1,4.0,512.0,0.01,0.06931471805599453,0.004824734474565165,329.12456703186035,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,7.0,0.0,0.1,4.0,512.0,0.1,0.06931471805599453,3.8502243130627676e-05,329.1345942020416,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,7.0,0.0,0.1,4.0,512.0,0.25,0.06931471805599453,2.58023708619432e-05,329.7394132614136,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,7.0,0.0,0.01,4.0,512.0,0.001,0.06931471805599453,0.9875905886820164,329.7965202331543,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,7.0,0.0,0.01,4.0,512.0,0.01,0.06931471805599453,0.7519352946893259,332.93179631233215,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,7.0,0.0,0.01,4.0,512.0,0.1,0.06931471805599453,0.00685928263001251,330.037841796875,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,7.0,0.0,0.01,4.0,512.0,0.25,0.06931471805599453,0.005330700757437605,330.1680669784546,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,7.0,0.0,0.001,4.0,512.0,0.001,0.06931471805599453,0.9999955673059677,329.9208571910858,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,7.0,0.0,0.001,4.0,512.0,0.01,0.06931471805599453,0.9537710616221117,329.89505219459534,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,7.0,0.0,0.001,4.0,512.0,0.1,0.06931471805599453,0.006182166314427171,329.70392775535583,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,7.0,0.0,0.001,4.0,512.0,0.25,0.06931471805599453,0.007377257773285509,329.49357652664185,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,7.0,0.0,0.0001,4.0,512.0,0.001,0.06931471805599453,0.999999974456956,329.8968679904938,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,7.0,0.0,0.0001,4.0,512.0,0.01,0.06931471805599453,0.9880556431841608,329.82251167297363,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,7.0,0.0,0.0001,4.0,512.0,0.1,0.06931471805599453,0.030833458057223404,329.7062578201294,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,7.0,0.0,0.0001,4.0,512.0,0.25,0.06931471805599453,0.0209883201430012,319.03650999069214,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,8.0,0.0,0.1,4.0,512.0,0.001,0.06931471805599453,0.9434951063317439,319.37497639656067,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,8.0,0.0,0.1,4.0,512.0,0.01,0.06931471805599453,0.003355935447749922,319.1632354259491,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,8.0,0.0,0.1,4.0,512.0,0.1,0.06931471805599453,1.949874311281545e-05,319.26952505111694,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,8.0,0.0,0.1,4.0,512.0,0.25,0.06931471805599453,2.1323019880428923e-05,318.68808603286743,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,8.0,0.0,0.01,4.0,512.0,0.001,0.06931471805599453,0.9875377941978218,313.4768283367157,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,8.0,0.0,0.01,4.0,512.0,0.01,0.06931471805599453,0.7751026131472086,313.93368554115295,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,8.0,0.0,0.01,4.0,512.0,0.1,0.06931471805599453,0.005235249010725454,327.29784512519836,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,8.0,0.0,0.01,4.0,512.0,0.25,0.06931471805599453,0.008079510847006116,341.13439893722534,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,8.0,0.0,0.001,4.0,512.0,0.001,0.06931471805599453,0.9999956699878848,337.0892083644867,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,8.0,0.0,0.001,4.0,512.0,0.01,0.06931471805599453,0.9579072305592813,375.7205979824066,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,8.0,0.0,0.001,4.0,512.0,0.1,0.06931471805599453,0.00786106165881859,475.95405769348145,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,8.0,0.0,0.001,4.0,512.0,0.25,0.06931471805599453,0.006911826166074603,457.767942905426,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,8.0,0.0,0.0001,4.0,512.0,0.001,0.06931471805599453,0.9999999952078247,451.07663011550903,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,8.0,0.0,0.0001,4.0,512.0,0.01,0.06931471805599453,0.9843870242416836,450.26642632484436,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,8.0,0.0,0.0001,4.0,512.0,0.1,0.06931471805599453,0.030411476450642853,441.1477756500244,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,8.0,0.0,0.0001,4.0,512.0,0.25,0.06931471805599453,0.021148750658059514,437.8288905620575,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,9.0,0.0,0.1,4.0,512.0,0.001,0.06931471805599453,0.9437575256955305,432.95752930641174,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,9.0,0.0,0.1,4.0,512.0,0.01,0.06931471805599453,0.004067077517284581,429.0617835521698,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,9.0,0.0,0.1,4.0,512.0,0.1,0.06931471805599453,1.828643794854846e-05,396.7971739768982,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,9.0,0.0,0.1,4.0,512.0,0.25,0.06931471805599453,5.248807376000731e-05,313.1344847679138,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,9.0,0.0,0.01,4.0,512.0,0.001,0.06931471805599453,0.9877664673833941,312.96914625167847,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,9.0,0.0,0.01,4.0,512.0,0.01,0.06931471805599453,0.7478675861178694,312.5941686630249,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,9.0,0.0,0.01,4.0,512.0,0.1,0.06931471805599453,0.006058193550570638,312.95071721076965,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,9.0,0.0,0.01,4.0,512.0,0.25,0.06931471805599453,0.007692711257336728,312.2894685268402,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,9.0,0.0,0.001,4.0,512.0,0.001,0.06931471805599453,0.9999974586455362,312.7786159515381,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,9.0,0.0,0.001,4.0,512.0,0.01,0.06931471805599453,0.9538019390831245,312.66586470603943,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,9.0,0.0,0.001,4.0,512.0,0.1,0.06931471805599453,0.008721609355958202,313.1221573352814,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,9.0,0.0,0.001,4.0,512.0,0.25,0.06931471805599453,0.0074552796661309624,313.4036407470703,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,9.0,0.0,0.0001,4.0,512.0,0.001,0.06931471805599453,0.9999999936057797,313.4617404937744,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,9.0,0.0,0.0001,4.0,512.0,0.01,0.06931471805599453,0.9843502130799565,313.55718445777893,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,9.0,0.0,0.0001,4.0,512.0,0.1,0.06931471805599453,0.03318413563016197,313.153306722641,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
exp_flow_map_bound,9.0,0.0,0.0001,4.0,512.0,0.25,0.06931471805599453,0.024844418820201813,312.37189173698425,5.0,1.0,5.0,64.0,20.0,20000.0,1024.0,0.0002,50000.0,1024.0,10.0,0.0
